acc_id,geohash7,acc_long,acc_lat,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,UART,UTYP1,count
220565_2019,u284nd1,11.53739513100004,48.17637511200007,2019,11,8,5,0,2,6,1
185539_2018,u281gy5,11.418998590000058,48.153239825000064,2018,9,1,1,1,5,2,1
185569_2018,u281ysn,11.544805965000027,48.14286556500008,2018,8,21,4,0,1,7,1
185580_2018,u284p14,11.560830297000052,48.170738890000045,2018,8,20,4,0,0,5,1
185583_2018,u281vz6,11.505528843000036,48.16031213300005,2018,8,13,4,0,5,3,1
185585_2018,u281xwc,11.582039185000045,48.11330262300004,2018,9,14,7,1,5,3,1
185590_2018,u281z96,11.582580119000056,48.12785125900008,2018,9,23,7,1,0,1,1
185592_2018,u281wyb,11.547562450000045,48.11337411300008,2018,8,15,4,0,1,5,1
185594_2018,u281yfu,11.553281850000074,48.13583689500007,2018,8,8,4,0,0,7,1
185597_2018,u284pc4,11.594602254000053,48.170606710000065,2018,8,16,4,0,3,6,1
217615_2019,u284pc4,11.594649648000027,48.17080569500007,2019,9,17,6,0,5,3,1
219518_2019,u284pc4,11.593907271000035,48.170105854000035,2019,10,15,7,0,2,6,1
185598_2018,u281typ,11.513586387000036,48.10967977900003,2018,9,19,7,1,5,3,1
185710_2018,u284kc4,11.461851213000045,48.213998884000034,2018,9,10,5,0,6,6,1
185714_2018,u284nrd,11.527602680000026,48.20608657300005,2018,9,10,4,0,8,1,1
215723_2019,u284nrd,11.527789611000061,48.20640245900006,2019,8,16,7,0,5,6,1
185716_2018,u2838m5,11.617515468000025,48.103765060000065,2018,9,14,6,0,5,3,1
185718_2018,u284q1m,11.52155046200005,48.215359300000046,2018,9,17,4,1,0,7,1
185719_2018,u281vyn,11.511455757000025,48.15426072500002,2018,9,18,4,0,4,2,1
185725_2018,u281yu9,11.548860698000054,48.146185512000045,2018,9,14,4,0,0,6,1
185732_2018,u283bcg,11.638772545000052,48.129826702000074,2018,9,11,4,0,6,7,1
185793_2018,u281tv8,11.503598434000025,48.10751042900007,2018,9,13,6,0,5,7,1
185845_2018,u281teu,11.498547850000026,48.09763170000008,2018,9,13,3,1,5,3,1
185887_2018,u284pt0,11.579672273000028,48.192589322000075,2018,9,12,6,1,5,2,1
185903_2018,u281tv3,11.505227667000046,48.105450919000084,2018,9,17,2,0,5,3,1
185942_2018,u281yrx,11.535058464000034,48.16178969100008,2018,9,19,3,0,2,6,1
213904_2019,u281yrx,11.535600145000044,48.16185830500007,2019,7,16,5,0,5,2,1
185998_2018,u2839z6,11.681323826000039,48.11685786800007,2018,9,17,1,0,2,6,1
207871_2019,u2839z6,11.682390929000066,48.11732446100008,2019,5,7,6,1,4,2,1
186000_2018,u284n0z,11.523856336000055,48.16873550700007,2018,9,13,1,0,2,6,1
186003_2018,u2838vc,11.636495832000037,48.10838594900008,2018,9,6,1,0,9,1,1
186036_2018,u284p1k,11.563375137000037,48.17110280000002,2018,9,13,3,0,5,3,1
186074_2018,u281z21,11.571013039000034,48.12122021600004,2018,9,16,3,0,0,7,1
190047_2018,u281z21,11.570263874000034,48.12144903400008,2018,11,18,4,0,3,6,1
186078_2018,u281zq2,11.569158200000059,48.155744971000054,2018,9,9,7,0,1,5,1
186151_2018,u281wum,11.554478386000028,48.10022903600003,2018,9,16,2,0,3,6,1
186191_2018,u2839r2,11.656725323000044,48.11707509400002,2018,9,15,6,0,5,2,1
189403_2018,u2839r2,11.656577149000045,48.11712933900004,2018,10,18,7,1,3,2,1
212856_2019,u2839r2,11.656695834000061,48.117086985000064,2019,7,17,6,0,3,2,1
186193_2018,u2860dk,11.629487685000072,48.17656283400004,2018,9,8,6,1,4,6,1
186266_2018,u284n1v,11.520951712000056,48.17504126400007,2018,9,10,4,0,5,3,1
186267_2018,u2839sb,11.66802120500006,48.102860007000075,2018,9,18,4,0,3,7,1
186273_2018,u2838gq,11.643278763000069,48.09535934600007,2018,9,13,4,0,5,7,1
205706_2019,u2838gq,11.642768704000044,48.094398219000034,2019,3,19,5,0,5,7,1
186276_2018,u2860ns,11.607959922000074,48.200325669000044,2018,9,9,4,0,5,2,1
186280_2018,u2838sq,11.631842394000044,48.09973245000002,2018,9,17,4,0,1,3,1
186357_2018,u283bjr,11.611877013000026,48.149574639000036,2018,9,12,5,0,0,1,1
186371_2018,u2860bw,11.643712275000038,48.16750137300005,2018,9,1,5,0,6,6,1
186383_2018,u281yt7,11.54041591300006,48.14983290900005,2018,9,14,5,0,1,6,1
186418_2018,u281guc,11.416800173000073,48.146501437000026,2018,9,20,1,0,5,3,1
215887_2019,u281guc,11.416884256000063,48.146508187000045,2019,8,15,6,0,5,3,1
186420_2018,u284hch,11.464688389000061,48.17031582200008,2018,9,7,1,0,5,3,1
186446_2018,u28610f,11.648321394000053,48.16937381400003,2018,9,8,2,1,0,5,1
186542_2018,u281w1e,11.518207903000073,48.084715657000075,2018,9,6,2,1,3,6,1
186544_2018,u283c1p,11.655288419000044,48.12672671700005,2018,9,18,2,0,0,1,1
186546_2018,u281uff,11.462812355000038,48.13536051600005,2018,9,9,2,0,5,3,1
187547_2018,u281uff,11.462329719000024,48.13622534900002,2018,9,11,1,0,3,6,1
186555_2018,u281uwc,11.450099878000062,48.15750123200007,2018,9,10,2,0,4,2,1
186556_2018,u284pz4,11.593851524000057,48.20373838300002,2018,9,17,7,0,3,6,1
186559_2018,u281xvk,11.596778745000053,48.10568180000006,2018,9,8,7,0,5,7,1
186560_2018,u284prt,11.576754731000054,48.20537768100007,2018,9,11,2,0,0,7,1
186565_2018,u2860c9,11.636616461000076,48.17273963700006,2018,9,9,7,0,6,4,1
187996_2018,u2860c9,11.636614397000072,48.17333512500005,2018,10,17,6,0,6,7,1
186570_2018,u281zeu,11.585852444000068,48.14148629700003,2018,9,8,2,0,6,4,1
186571_2018,u281xpf,11.560745846000032,48.118750920000075,2018,9,17,2,0,3,6,1
186578_2018,u284r1d,11.561497131000069,48.21752774600003,2018,9,7,2,0,3,6,1
186588_2018,u281yft,11.554338623000035,48.135062104000035,2018,9,17,2,0,0,5,1
186593_2018,u281zyk,11.596940898000073,48.15490243100004,2018,9,17,2,0,4,7,1
186677_2018,u281y5j,11.521868489000044,48.137638647000074,2018,9,15,4,0,0,7,1
191412_2018,u281y5j,11.521884700000045,48.13762693800004,2018,12,7,6,0,6,7,1
186679_2018,u281gx3,11.405984271000026,48.161287009000034,2018,9,17,4,0,0,7,1
191603_2018,u281gx3,11.40598533700006,48.161289475000046,2018,12,17,6,0,5,3,1
186681_2018,u2838p6,11.604446024000024,48.11652606900003,2018,9,8,4,0,5,7,1
186682_2018,u281zq9,11.570725847000062,48.156494647000045,2018,9,7,4,0,5,3,1
206634_2019,u281zq9,11.570725847000062,48.156494647000045,2019,4,15,1,0,5,3,1
209941_2019,u281zq9,11.570759754000056,48.156549607000045,2019,6,15,5,0,5,3,1
186757_2018,u283c1n,11.654916096000022,48.12597263300006,2018,9,15,5,0,4,2,1
186767_2018,u281vnk,11.475792951000075,48.154622966000034,2018,9,8,5,0,5,3,1
186775_2018,u281w0m,11.520852237000046,48.07861657400008,2018,9,12,5,0,5,3,1
186852_2018,u284pg8,11.590653058000045,48.18420385400003,2018,9,17,3,0,6,4,1
209697_2019,u284pg8,11.59174930200004,48.18406289700005,2019,6,17,3,0,3,7,1
186864_2018,u284jyt,11.510419613000069,48.20092832500006,2018,9,17,3,0,0,7,1
186869_2018,u284jcu,11.508185199000025,48.17392730000007,2018,9,15,3,0,5,2,1
186871_2018,u284j3v,11.48871578400002,48.174944617000044,2018,9,15,3,0,1,1,1
186877_2018,u283bt6,11.626494786000025,48.150230620000066,2018,9,13,3,0,0,1,1
186967_2018,u281v5r,11.479824893000055,48.13859461000004,2018,9,19,7,1,0,6,1
186970_2018,u281z6q,11.577753021000035,48.13355667500008,2018,9,19,7,1,2,6,1
186993_2018,u283cgn,11.687388552000073,48.13690005300003,2018,9,13,7,0,1,1,1
187051_2018,u283bqp,11.622447595000038,48.15369131400007,2018,9,17,2,0,6,4,1
191287_2018,u283bqp,11.623345952000024,48.15377858200003,2018,12,1,1,1,3,7,1
187058_2018,u281gub,11.414933703000033,48.146473426000064,2018,9,15,2,0,0,6,1
187064_2018,u284j5q,11.478437755000071,48.182696064000034,2018,9,9,2,0,5,3,1
187070_2018,u281w1f,11.517259003000047,48.08602854200007,2018,9,19,6,1,5,3,1
187072_2018,u28398b,11.668615645000045,48.08049103800005,2018,9,15,2,0,5,3,1
187080_2018,u281zet,11.586694281000064,48.14002817100004,2018,9,5,2,1,7,1,1
187184_2018,u281ydt,11.542607398000028,48.13461739800005,2018,9,22,1,0,6,6,1
187263_2018,u281y9n,11.544069380000053,48.126316817000024,2018,9,13,4,0,5,3,1
187552_2018,u281y9n,11.543991187000074,48.12635087900002,2018,9,17,1,0,6,6,1
203089_2019,u281y9n,11.544420504000072,48.126742549000035,2019,1,8,5,0,3,6,1
221929_2019,u281y9n,11.544078779000074,48.12631272100003,2019,12,15,6,0,5,3,1
187271_2018,u281y8j,11.542838956000026,48.121102879000034,2018,9,9,4,0,5,7,1
209767_2019,u281y8j,11.543019398000071,48.12109655800003,2019,6,13,4,0,1,5,1
187273_2018,u281yxv,11.542519934000039,48.16275609400004,2018,9,18,4,0,3,6,1
190416_2018,u281yxv,11.543580527000074,48.16343567200005,2018,11,7,3,0,0,7,1
215858_2019,u281yxv,11.54257797400004,48.16272138500005,2019,8,21,2,1,2,6,1
187276_2018,u284pr7,11.572867092000024,48.20505869200007,2018,9,16,4,0,5,3,1
209547_2019,u284pr7,11.573025511000026,48.20442406500007,2019,5,23,6,0,5,3,1
220564_2019,u284pr7,11.572870372000068,48.20480498000007,2019,11,5,5,0,4,6,1
187281_2018,u284hfy,11.467624154000076,48.18041214700003,2018,9,13,4,0,5,3,1
187284_2018,u2838n8,11.602893176000064,48.112924855000074,2018,9,13,4,0,5,3,1
211661_2019,u2838n8,11.602789705000074,48.112923519000034,2019,6,16,5,0,3,2,1
219197_2019,u2838n8,11.60285040900004,48.11304179100007,2019,10,6,4,1,1,7,1
187286_2018,u281tg0,11.502949858000026,48.092753577000046,2018,9,9,4,0,5,2,1
187288_2018,u281zxr,11.590233473000069,48.160992209000035,2018,9,16,4,0,1,5,1
187293_2018,u281w53,11.515859366000027,48.094508020000035,2018,9,8,4,0,5,3,1
187294_2018,u283cdh,11.673375149000034,48.13166819600008,2018,9,14,4,0,5,3,1
187297_2018,u2838fd,11.637411189000034,48.09034393100006,2018,9,15,4,0,0,1,1
187305_2018,u281ydc,11.537179869000056,48.13538783100006,2018,9,19,4,0,9,1,1
213094_2019,u281ydc,11.537191876000064,48.135444843000066,2019,7,10,3,0,1,5,1
221220_2019,u281ydc,11.53806972800004,48.13583564600003,2019,11,14,5,0,3,6,1
187351_2018,u281zh5,11.561794005000026,48.14263709900007,2018,9,16,5,0,5,3,1
187356_2018,u281ws6,11.539067162000036,48.10052198900007,2018,9,19,5,0,1,6,1
216521_2019,u281ws6,11.538401968000073,48.10045635100005,2019,9,8,5,0,0,1,1
187362_2018,u281y20,11.525354354000056,48.12137665200004,2018,9,18,5,0,5,3,1
187369_2018,u281yek,11.541530366000075,48.138606564000035,2018,9,13,5,0,6,4,1
187374_2018,u2838hs,11.607974678000062,48.101165974000025,2018,9,6,5,0,6,4,1
187421_2018,u284p8q,11.587909657000067,48.166313262000074,2018,9,20,3,0,1,5,1
187424_2018,u281w05,11.518874990000025,48.07633762000007,2018,9,11,3,0,2,6,1
187432_2018,u281vrv,11.487831914000024,48.16393689400008,2018,9,12,3,0,2,6,1
187442_2018,u281xvz,11.600300354000067,48.10860786000006,2018,9,17,3,0,5,1,1
187447_2018,u281z8c,11.581955390000074,48.12512779000008,2018,9,8,3,0,3,7,1
188357_2018,u281z8c,11.581107327000039,48.124375100000066,2018,10,19,6,0,4,2,1
205876_2019,u281z8c,11.58113207200006,48.12439691300006,2019,3,17,1,0,1,7,1
207334_2019,u281z8c,11.581385219000024,48.124620065000045,2019,4,14,4,0,6,7,1
211513_2019,u281z8c,11.581047064000074,48.12434773600006,2019,6,10,6,0,0,1,1
220208_2019,u281z8c,11.581008947000045,48.12437974900007,2019,11,17,2,1,6,2,1
187525_2018,u281z30,11.568951039000067,48.125709853000046,2018,10,22,4,0,0,1,1
187526_2018,u284p8n,11.588960484000037,48.16539651100004,2018,10,6,4,0,0,1,1
188001_2018,u284p8n,11.587950848000045,48.16428986800002,2018,10,16,6,0,4,6,1
187533_2018,u283b8z,11.633473912000055,48.124918107000035,2018,10,21,4,0,9,1,1
187550_2018,u281tzx,11.513326711000047,48.11807574500007,2018,9,16,1,0,0,7,1
187572_2018,u281uw4,11.451141359000076,48.15384801700003,2018,10,17,3,0,4,6,1
187575_2018,u281wj0,11.513993177000033,48.10420936600008,2018,10,17,3,0,3,6,1
187578_2018,u2839rt,11.663930360000052,48.11823827100005,2018,10,15,3,0,5,3,1
187596_2018,u281txx,11.502543967000065,48.11810971500007,2018,10,12,3,0,6,4,1
218470_2019,u281txx,11.502415103000033,48.118369565000066,2019,10,8,3,0,5,3,1
218476_2019,u281txx,11.50229738300004,48.11839742700005,2019,10,16,3,0,0,1,1
187608_2018,u281zm0,11.56869966000005,48.148619866000054,2018,10,10,3,0,1,7,1
204724_2019,u281zm0,11.568715963000045,48.14864494900007,2019,2,8,4,0,3,7,1
209868_2019,u281zm0,11.56881288300002,48.14879406600005,2019,6,17,4,0,6,4,1
187627_2018,u284q6g,11.529024222000036,48.22436223300008,2018,9,15,1,0,3,6,1
187645_2018,u281yyf,11.549769182000036,48.157315940000046,2018,9,15,7,0,2,6,1
187649_2018,u281y3g,11.529085052000024,48.12985321000008,2018,9,10,7,0,0,6,1
188320_2018,u281y3g,11.528809836000054,48.13003522300005,2018,10,5,5,0,5,3,1
71386_2019,u281y3g,11.52950220300005,48.13080411100003,2019,9,16,2,0,2,6,1
187710_2018,u284p2n,11.577025157000037,48.16473853300005,2018,10,9,2,1,5,3,1
189254_2018,u284p2n,11.578006343000029,48.16482020500007,2018,10,19,4,1,6,4,1
220868_2019,u284p2n,11.577023582000036,48.164738402000076,2019,11,9,3,1,5,3,1
187713_2018,u284qct,11.553542915000035,48.21725461800002,2018,10,7,2,1,6,4,1
187724_2018,u281y2w,11.534077158000061,48.124208367000044,2018,10,19,2,0,6,7,1
187730_2018,u281t5k,11.476240828000073,48.094243954000035,2018,9,14,6,0,5,3,1
187760_2018,u283c6x,11.666685937000068,48.134387435000065,2018,10,6,1,1,1,5,1
187773_2018,u281z1v,11.56581015000006,48.130199455000074,2018,10,11,1,0,3,2,1
187851_2018,u281vf3,11.504761841000061,48.133146685000035,2018,10,17,7,0,5,3,1
204853_2019,u281vf3,11.504757079000056,48.133093358000046,2019,2,15,2,0,5,3,1
187855_2018,u284jes,11.497753381000054,48.183928584000064,2018,10,17,7,0,5,3,1
222496_2019,u284jes,11.49775333200006,48.18394078800002,2019,12,12,2,0,5,3,1
187865_2018,u281wns,11.519937963000073,48.11282179900007,2018,10,10,7,0,5,2,1
187881_2018,u281zt6,11.583178845000074,48.150252125000065,2018,10,17,5,0,1,7,1
187895_2018,u281yvf,11.550580103000074,48.15251726500002,2018,10,16,5,0,7,7,1
187899_2018,u281yws,11.541630466000075,48.156225290000066,2018,10,7,5,0,6,6,1
187904_2018,u2838pw,11.611098847000052,48.117526403000056,2018,10,17,5,0,0,1,1
190055_2018,u2838pw,11.61108534300007,48.117517461000034,2018,11,8,6,0,5,3,1
203926_2019,u2838pw,11.610459519000075,48.11791608100003,2019,2,13,5,1,0,7,1
214315_2019,u2838pw,11.611159546000069,48.11756659600008,2019,8,12,6,0,5,3,1
187962_2018,u281yfx,11.55717284700006,48.13469861300007,2018,10,18,6,0,0,6,1
187963_2018,u281vcw,11.510989156000054,48.12950226000004,2018,10,14,6,0,5,3,1
187968_2018,u281us2,11.44900070500006,48.14443186300008,2018,10,19,6,0,0,7,1
216714_2019,u281us2,11.448441002000036,48.143567847000035,2019,9,7,4,0,2,6,1
187970_2018,u284j05,11.474923587000037,48.164471287000026,2018,10,11,6,0,5,7,1
220091_2019,u284j05,11.474345188000028,48.16451410800005,2019,11,10,4,0,5,3,1
221380_2019,u284j05,11.474341411000069,48.164593446000026,2019,11,16,2,1,6,4,1
187985_2018,u284n5q,11.523130594000065,48.181967515000046,2018,10,23,6,0,3,7,1
188038_2018,u281tch,11.508781791000047,48.08190198900007,2018,10,18,4,0,0,4,1
188064_2018,u284n2u,11.530990556000063,48.16931967600004,2018,10,19,4,0,5,3,1
188104_2018,u281vfe,11.508167477000027,48.13513095400003,2018,10,15,3,0,5,3,1
188108_2018,u281wkr,11.534274837000055,48.10005799700007,2018,10,10,3,0,4,2,1
222180_2019,u281wkr,11.534286919000067,48.10005910600006,2019,12,13,5,1,6,4,1
188164_2018,u284pm1,11.570265502000039,48.19161364700005,2018,10,9,4,0,3,6,1
188169_2018,u283b0b,11.602789958000074,48.124357820000064,2018,10,18,4,0,3,7,1
188190_2018,u2839s7,11.672254448000047,48.100764570000074,2018,10,7,4,0,5,3,1
188207_2018,u281t38,11.48111275900004,48.08570895000002,2018,10,8,2,1,5,3,1
188208_2018,u281xpm,11.565383631000033,48.116545564000035,2018,10,14,2,0,4,6,1
188216_2018,u283br2,11.613842080000039,48.16075448000004,2018,10,7,2,1,5,6,1
188218_2018,u283dm7,11.70565007600004,48.105281624000035,2018,10,16,2,0,0,4,1
188219_2018,u284n4m,11.521495505000074,48.17709609200006,2018,10,13,2,0,6,4,1
211015_2019,u284n4m,11.520887175000038,48.17729404800008,2019,6,7,2,0,6,4,1
188227_2018,u284jt5,11.496715958000038,48.192397374000045,2018,10,9,2,0,0,7,1
188259_2018,u281zpg,11.562498503000029,48.16307519900003,2018,10,13,4,0,0,6,1
208180_2019,u281zpg,11.562747280000053,48.163899722000046,2019,5,7,5,0,3,5,1
209823_2019,u281zpg,11.562763908000026,48.163674782000044,2019,6,13,2,0,5,3,1
188275_2018,u284pr6,11.57170764500006,48.20506489800005,2018,10,0,6,0,5,3,1
204211_2019,u284pr6,11.571533210000036,48.20498342300005,2019,2,14,1,0,0,7,1
208747_2019,u284pr6,11.572575645000025,48.20499217800006,2019,5,17,7,0,0,7,1
188297_2018,u284q8e,11.539822796000069,48.21181260300006,2018,10,15,6,0,5,3,1
188300_2018,u284pph,11.564093401000035,48.202701811000054,2018,10,4,6,0,1,7,1
188306_2018,u281ynd,11.516630047000037,48.15716597000005,2018,10,11,6,0,5,3,1
188308_2018,u281uw3,11.449166845000036,48.15490527800006,2018,10,9,5,0,4,6,1
188317_2018,u283f5w,11.698601874000074,48.140092570000036,2018,10,9,5,0,2,6,1
75013_2019,u283f5w,11.698299051000047,48.14004771400003,2019,10,9,7,0,2,6,1
188324_2018,u281guk,11.42105089000006,48.14405131700005,2018,10,11,5,0,6,7,1
188398_2018,u281z7f,11.572032834000025,48.141854234000036,2018,10,1,7,0,3,4,1
189607_2018,u281z7f,11.571804410000027,48.141788142000046,2018,11,4,1,0,6,7,1
191219_2018,u281z7f,11.571799580000059,48.14178674400007,2018,12,17,5,0,9,7,1
210951_2019,u281z7f,11.571474242000024,48.14160532100004,2019,6,23,7,1,5,2,1
212108_2019,u281z7f,11.571500998000033,48.141598805000065,2019,7,21,4,0,5,3,1
188400_2018,u284pq7,11.573120782000046,48.19926563100006,2018,10,16,7,0,5,3,1
209801_2019,u284pq7,11.573024171000045,48.199329163000066,2019,6,8,2,0,2,2,1
188410_2018,u281xxg,11.583777190000037,48.119188465000036,2018,10,13,7,0,2,6,1
188490_2018,u281xxg,11.583836949000045,48.11895937500003,2018,10,9,6,0,6,4,1
189824_2018,u281xxg,11.584290434000025,48.11978508600004,2018,10,16,4,0,1,5,1
188415_2018,u284nvt,11.553573258000029,48.19480795800007,2018,10,13,7,0,0,4,1
188563_2018,u281mzq,11.511760633000051,48.07264923600008,2018,10,14,1,0,1,3,1
188593_2018,u283b1f,11.605076636000035,48.13042309000008,2018,10,14,4,0,0,3,1
215393_2019,u283b1f,11.605076502000033,48.130432083000066,2019,8,19,3,1,5,2,1
188598_2018,u284pbc,11.592690923000074,48.168781680000045,2018,10,16,4,0,7,7,1
222289_2019,u284pbc,11.592011652000053,48.168302284000035,2019,12,23,5,1,0,1,1
188626_2018,u281yde,11.540188881000063,48.13478519300002,2018,10,19,2,0,6,4,1
188635_2018,u284jdv,11.499015372000036,48.17991387500007,2018,10,7,2,0,5,2,1
188743_2018,u281yb1,11.548456248000035,48.121360004000046,2018,10,19,3,0,0,7,1
191030_2018,u281yb1,11.548457660000055,48.121376197000075,2018,11,17,6,1,6,4,1
204793_2019,u281yb1,11.548405012000046,48.12076559800005,2019,2,9,3,0,0,7,1
206068_2019,u281yb1,11.548416050000071,48.120119872000025,2019,3,19,7,0,0,7,1
209371_2019,u281yb1,11.548383213000026,48.12049860400003,2019,6,18,1,0,4,6,1
214678_2019,u281yb1,11.548244644000022,48.12014467500007,2019,8,16,2,0,5,2,1
188757_2018,u284qfn,11.555365901000073,48.219532022000074,2018,10,10,3,0,0,6,1
188763_2018,u281y00,11.514252018000036,48.12073215200007,2018,10,14,3,0,0,7,1
188771_2018,u2838z9,11.636911809000026,48.11866887700006,2018,10,17,1,0,3,6,1
213625_2019,u2838z9,11.635996986000064,48.11777560700006,2019,7,8,3,0,5,2,1
188782_2018,u284nc3,11.548707490000027,48.17094188200007,2018,10,12,1,0,6,4,1
188863_2018,u281zcp,11.601175023000051,48.12644732800004,2018,10,13,5,0,5,7,1
190990_2018,u281zcp,11.601006751000053,48.126335095000066,2018,11,15,6,1,3,7,1
219520_2019,u281zcp,11.601013433000047,48.12633955200005,2019,10,12,7,0,5,3,1
188873_2018,u28393x,11.667361302000074,48.08502226500008,2018,10,11,5,0,5,3,1
188880_2018,u28608b,11.624214597000046,48.16942833700006,2018,10,12,5,0,2,6,1
188888_2018,u284hu2,11.459815630000035,48.18857656400007,2018,10,20,5,0,5,3,1
189000_2018,u284qb0,11.547952297000053,48.20870057900004,2018,10,16,6,0,0,6,1
189038_2018,u284j2p,11.491571993000035,48.16531300000002,2018,10,14,4,0,4,3,1
203399_2019,u284j2p,11.490349926000025,48.16536148100006,2019,1,18,4,1,4,2,1
215716_2019,u284j2p,11.490793072000036,48.16493355900008,2019,8,18,7,0,0,7,1
189042_2018,u283c93,11.670189152000036,48.12700237300004,2018,10,17,4,0,1,1,1
189049_2018,u284pr5,11.573287291000042,48.202683430000036,2018,10,16,4,0,6,4,1
189091_2018,u286108,11.645672663000028,48.167632670000046,2018,10,20,3,0,0,7,1
189108_2018,u281vfx,11.51362576400004,48.13518243600004,2018,10,16,3,0,6,2,1
210396_2019,u281vfx,11.513223768000044,48.13503289900007,2019,6,9,3,0,0,1,1
189115_2018,u284p8d,11.582852107000065,48.16710520900006,2018,10,8,5,0,2,6,1
189117_2018,u281uwd,11.451416444000074,48.15664957800004,2018,10,13,5,0,5,3,1
189137_2018,u284p1m,11.565092038000046,48.17202455000007,2018,10,11,5,0,3,2,1
208299_2019,u284p1m,11.565039854000075,48.172025364000035,2019,5,8,6,0,1,6,1
189195_2018,u2860m5,11.617872573000055,48.19236544600005,2018,10,12,2,0,5,2,1
189197_2018,u281zrj,11.576471877000074,48.15909896800008,2018,10,20,2,0,1,1,1
189202_2018,u284n2y,11.534154119000053,48.16905212200004,2018,10,12,2,0,2,6,1
189214_2018,u281xrk,11.574829915000064,48.11628806900006,2018,10,12,2,0,1,7,1
189236_2018,u281ymu,11.530512347000068,48.15239909600007,2018,10,20,4,1,6,4,1
205590_2019,u281ymu,11.531183612000065,48.15256099900007,2019,3,19,4,0,1,5,1
210068_2019,u281ymu,11.530281428000025,48.15240507500005,2019,6,20,6,0,6,7,1
217749_2019,u281ymu,11.530527798000035,48.15244690300006,2019,9,17,5,0,5,3,1
189243_2018,u283cfr,11.688939742000061,48.13309057500004,2018,10,18,4,1,5,2,1
221694_2019,u283cfr,11.688946389000025,48.132902462000075,2019,12,17,4,0,0,6,1
189257_2018,u281z7d,11.571402367000074,48.140505931000064,2018,10,8,4,0,1,5,1
210883_2019,u281z7d,11.57140841200004,48.140504902000025,2019,6,9,2,0,0,1,1
189262_2018,u281uud,11.461517106000032,48.14589786600004,2018,10,17,4,1,6,2,1
189267_2018,u2838w9,11.62626879900006,48.11305153500007,2018,10,15,4,1,8,2,1
189393_2018,u281ve5,11.495984246000035,48.13786248100007,2018,10,10,7,1,0,1,1
189395_2018,u281wrk,11.530931002000045,48.11683884400002,2018,10,15,7,0,1,3,1
189400_2018,u28395w,11.654033066000068,48.09676976200007,2018,10,14,7,1,5,3,1
189497_2018,u284h8k,11.45456591900006,48.16611226100008,2018,10,13,6,0,3,7,1
64804_2019,u284h8k,11.453815308000062,48.16672459600005,2019,6,20,6,0,5,3,1
189527_2018,u284r07,11.562583682000025,48.209543736000064,2018,10,8,2,1,6,4,1
220560_2019,u284r07,11.562562452000066,48.21045364800006,2019,11,14,5,0,1,6,1
189532_2018,u281wek,11.542110975000071,48.095371165000074,2018,10,8,2,1,0,1,1
189605_2018,u284p9j,11.587602355000055,48.17065012900008,2018,11,13,1,0,5,5,1
189641_2018,u283dn5,11.694745691000035,48.109701677000025,2018,11,22,7,0,1,7,1
189645_2018,u283b3n,11.621779755000036,48.12625549300003,2018,11,14,7,0,0,7,1
204549_2019,u283b3n,11.621826296000053,48.126477420000064,2019,2,8,2,0,4,2,1
189652_2018,u283bz5,11.639353842000046,48.15912470500007,2018,11,9,3,0,3,5,1
221337_2019,u283bz5,11.639372007000075,48.15912143200006,2019,11,17,3,0,1,5,1
189674_2018,u284j78,11.481506111000044,48.183457308000065,2018,11,7,3,0,0,1,1
189697_2018,u284ptj,11.587228878000074,48.192567386000064,2018,11,12,6,0,5,2,1
189701_2018,u281z6c,11.570687955000038,48.135876907000075,2018,11,13,6,0,6,1,1
205163_2019,u281z6c,11.570444931000054,48.135329169000045,2019,3,14,1,0,0,7,1
189778_2018,u281gxx,11.414216619000056,48.162063501000034,2018,11,14,2,0,5,3,1
190333_2018,u281gxx,11.413771911000024,48.162036020000066,2018,11,14,4,0,6,2,1
189785_2018,u284je6,11.495710513000065,48.18269668300008,2018,11,16,2,0,6,4,1
189802_2018,u284n5r,11.524329973000025,48.18321503100003,2018,11,15,2,0,6,3,1
189810_2018,u281z9s,11.58528774000007,48.12943178100005,2018,11,14,2,0,5,2,1
210804_2019,u281z9s,11.585251086000028,48.12945006600006,2019,6,5,3,0,5,3,1
212926_2019,u281z9s,11.58550382200002,48.12957116300004,2019,7,18,5,1,2,6,1
215674_2019,u281z9s,11.585681513000054,48.12972652200006,2019,8,13,1,0,0,1,1
220812_2019,u281z9s,11.586213456000054,48.12895336500002,2019,11,15,4,0,5,3,1
222182_2019,u281z9s,11.585207291000076,48.12947191400009,2019,12,8,5,1,4,3,1
189830_2018,u284jcn,11.510973962000037,48.16974545200003,2018,10,18,4,0,5,2,1
207195_2019,u284jcn,11.511156187000037,48.16992323600005,2019,4,16,4,0,1,6,1
209949_2019,u284jcn,11.510964613000054,48.17002001800006,2019,6,8,5,0,5,3,1
189841_2018,u284j5h,11.475304981000022,48.18155268100002,2018,10,17,4,0,5,3,1
189843_2018,u281yjt,11.521803398000033,48.15119649200005,2018,10,13,4,0,0,3,1
189907_2018,u284jek,11.497842598000036,48.18266144800003,2018,11,9,1,1,1,1,1
189909_2018,u281tzt,11.509728628000062,48.11754715100005,2018,11,11,1,1,5,3,1
203933_2019,u281tzt,11.510371037000027,48.11769266500005,2019,2,20,5,1,1,5,1
216711_2019,u281tzt,11.509730518000026,48.11751986300004,2019,9,18,4,0,5,7,1
